2025-07-09 13:02:06,beer,61201-B2020,ROBOT-A1,SUB-3
2025-07-09 13:22:29,นาย,61201-B2020,ROBOT-A1,SUB-3
2025-07-09 13:23:35,yada,61201-B2020,ROBOT-A1,SUB-3
2025-07-09 13:45:11,ying,61201-B2020,ROBOT 134,SUB-5
